Date,Adj Close,Close,High,Low,Open,Volume,SMA20,EMA20,RSI,MACD,BB_High,BB_Low,Target
2025-10-15,248.63658142089844,249.33999633789062,251.82000732421875,247.47000122070312,249.49000549316406,33893600,252.67499923706055,249.63855168927512,52.81636527120878,3.22541510676902,263.1647816960322,242.18521677808891,0
2025-10-16,246.75192260742188,247.4499969482422,249.0399932861328,245.1300048828125,248.25,39777000,253.15349884033202,249.43011790441483,49.91308174417565,2.6985941212331284,261.5678583970904,244.73913928357365,1
2025-10-17,251.5782470703125,252.2899932861328,253.3800048828125,247.27000427246094,248.02000427246094,49147000,253.49299850463868,249.70248698838796,56.50653590121834,2.641186001442918,261.15944006058805,245.82655694868927,1
2025-10-20,261.50018310546875,262.239990234375,264.3800048828125,255.6300048828125,255.88999938964844,90483000,253.80099868774414,250.8965349165772,66.32176779332632,3.3598410943280896,262.3073693057705,245.29462806971776,1
2025-10-21,262.0287170410156,262.7699890136719,265.2900085449219,261.8299865722656,261.8800048828125,46695900,254.21799850463867,252.02734006868144,66.75217194372414,3.9268802737765895,263.58134280611466,244.8546542031627,0
2025-10-22,257.72088623046875,258.45001220703125,262.8500061035156,255.42999267578125,262.6499938964844,45015300,254.52499923706054,252.63902312947667,60.01917504273505,3.981777432372894,264.01968791982307,245.030310554298,1
2025-10-23,258.8476867675781,259.5799865722656,260.6199951171875,258.010009765625,259.94000244140625,32754900,254.66049880981444,253.30006726688515,61.1237600070947,4.06955205092288,264.3603158648917,244.9606817547372,1
2025-10-24,262.07855224609375,262.82000732421875,264.1300048828125,259.17999267578125,261.19000244140625,38253700,255.02849884033202,254.20672822472645,64.1796718428835,4.3504078712996375,265.3596376001069,244.69736008055713,1
2025-10-27,268.0516662597656,268.80999755859375,269.1199951171875,264.6499938964844,264.8800048828125,44888200,255.74749908447265,255.59751578033286,69.0270040790385,4.998708286344964,267.6881390224289,243.80685914651642,1
2025-10-28,268.2411193847656,269.0,269.8900146484375,268.1499938964844,268.989990234375,41534800,256.465998840332,256.87394284887256,69.16952257404574,5.4648275152665065,269.7094844833302,243.22251319733385,1
2025-10-29,268.93914794921875,269.70001220703125,271.4100036621094,267.1099853515625,269.2799987792969,51086700,257.17849960327146,258.0954732639353,69.72228963760114,5.823584836318446,271.60696634844544,242.75003285809748,1
2025-10-30,270.63433837890625,271.3999938964844,274.1400146484375,268.4800109863281,271.989990234375,69886500,257.8919990539551,259.3625704670352,71.07843729053778,6.173907945289102,273.59531196527684,242.18868614263337,0
2025-10-31,269.6072692871094,270.3699951171875,277.32000732421875,269.1600036621094,276.989990234375,86167100,258.50949935913087,260.41089662419256,69.0601245868911,6.295854547469901,275.12893408923424,241.89006462902748,0
2025-11-03,268.29095458984375,269.04998779296875,270.8500061035156,266.25,270.4200134277344,50194600,259.127498626709,261.23366721169504,66.4557268488182,6.214349397417777,276.33901174576135,241.91598550765661,1
2025-11-04,269.2781982421875,270.0400085449219,271.489990234375,267.6199951171875,268.3299865722656,49274800,259.80549850463865,262.0723663862881,67.44728858788991,6.158649303972425,277.6047171642104,242.0062798450669,1
2025-11-05,269.3779296875,270.1400146484375,271.70001220703125,266.92999267578125,268.6099853515625,43683100,260.40949935913085,262.8407138398261,67.5516310637834,6.0528032868359105,278.7426389385127,242.076359779749,0
2025-11-06,269.0089416503906,269.7699890136719,273.3999938964844,267.8900146484375,267.8900146484375,51204000,261.1959991455078,263.5006448087638,66.69973218049681,5.87137996594322,279.7173195890663,242.67467870194938,0
2025-11-07,267.7126159667969,268.4700012207031,272.2900085449219,266.7699890136719,269.79998779296875,48227400,262.3559989929199,263.9739168479961,63.662165890529316,5.558626144540426,279.60452562819285,245.10747235764703,1
2025-11-10,268.93035888671875,269.42999267578125,273.7300109863281,267.4599914550781,268.9599914550781,41312400,263.4444984436035,264.493543117309,64.93222141150903,5.326825447327508,279.55617645812316,247.33282042908382,1
2025-11-11,274.73956298828125,275.25,275.9100036621094,269.79998779296875,269.80999755859375,46208300,264.8184982299805,265.5179675823272,71.44769135380184,5.54878473950771,280.0096366562829,249.62735980367808,0
2025-11-12,272.9628601074219,273.4700012207031,275.7300109863281,271.70001220703125,275.0,48398000,266.0249984741211,266.27530411931536,67.32755856924973,5.517456251106637,279.88144145078894,252.16855549745327,0
2025-11-13,272.44384765625,272.95001220703125,276.70001220703125,272.0899963378906,274.1099853515625,49602800,267.29999923706055,266.9109906038597,66.12787495779168,5.388553539717634,278.52869154233736,256.07130693178374,0
2025-11-14,271.9048156738281,272.4100036621094,275.9599914550781,269.6000061035156,271.04998779296875,47431300,268.3059997558594,267.4347061332168,64.83582283465833,5.183075764650198,277.37229756845716,259.2397019432616,0
2025-11-17,266.9639892578125,267.4599914550781,270.489990234375,265.7300109863281,268.82000732421875,45018300,268.5669998168945,267.4371142591084,54.352371437973964,4.568149744710013,277.2104437835854,259.9235558502036,0
